case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_city,employer_country,employer_name,employer_state,foreign_worker_info_birth_country,job_info_education,pw_determ_date,pw_expire_date,pw_job_title_9089,Processing Day
08-03-2011,Denied,H-1B,UNITED STATES OF AMERICA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1498
12-07-2011,Denied,H-1B,INDIA,22-01-2015,SAN DIEGO,UNITED STATES OF AMERICA,"QUALCOMM, INC.",CALIFORNIA,INDIA,Master's,16-08-2010,30-06-2011,"Computer Software Engineers, Systems Software",1290
26-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1662
29-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1630
18-05-2010,Denied,H-1B,INDIA,23-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Systems Analyst,1801
30-06-2010,Denied,H-1B,PHILIPPINES,28-05-2015,PRESIDIO,UNITED STATES OF AMERICA,PRESIDIO INDEPENDENT SCHOOL DISTRICT,TEXAS,PHILIPPINES,Bachelor's,10-03-2010,01-07-2010,Elementary School Teacher,1793
05-03-2015,Certified,H-1B,INDIA,29-09-2015,FREMONT,UNITED STATES OF AMERICA,"E-BASE TECHNOLOGIES, INC",CALIFORNIA,INDIA,Master's,22-01-2015,30-06-2015,Computer Systems Analysts,208
19-08-2010,Denied,H-1B,PHILIPPINES,14-04-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1699
19-08-2010,Denied,H-1B,PHILIPPINES,28-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1743
19-08-2010,Denied,H-1B,PHILIPPINES,28-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1743
19-08-2010,Denied,H-1B,PHILIPPINES,14-04-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1699
25-04-2013,Withdrawn,H-1B,TURKEY,12-01-2015,HOUSTON,UNITED STATES OF AMERICA,"FUGRO CONSULTANTS, INC.",TEXAS,TURKEY,Master's,28-12-2012,30-06-2013,Civil Engineers,627
19-08-2010,Denied,H-1B,PHILIPPINES,28-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1743
19-08-2010,Denied,H-1B,PHILIPPINES,29-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1744
13-02-2015,Certified,Not in USA,SOUTH KOREA,02-09-2015,MERIDEN,UNITED STATES OF AMERICA,"LEE-PARK ENTERPRISES, LLC DBA GREATREE",CONNECTICUT,SOUTH KOREA,Bachelor's,19-11-2014,30-06-2015,Survey Researchers,201
30-06-2010,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,04-01-2010,04-04-2010,"Computer Software Engineers, Systems Software",1749
19-07-2010,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,04-01-2010,04-04-2010,"Computer Software Engineers, Systems Software",1730
30-06-2010,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,04-01-2010,04-04-2010,"Computer Software Engineers, Systems Software",1749
19-08-2010,Denied,H-1B,PHILIPPINES,28-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Elementary School",1743
26-07-2010,Denied,H-1B,MEXICO,27-05-2015,HOUSTON,UNITED STATES OF AMERICA,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,17-12-2009,30-06-2010,"Elementary School Teachers, Except Special Education",1766
26-07-2010,Certified-Expired,H-1B,MEXICO,04-02-2015,HOUSTON,UNITED STATES OF AMERICA,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,17-12-2009,30-06-2010,"Elementary School Teachers, Except Special Education",1654
18-04-2013,Certified-Expired,H-1B,INDIA,04-11-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Master's,09-08-2012,30-06-2012,"Software Developers, Systems Software",565
19-08-2010,Denied,H-1B,PHILIPPINES,28-05-2015,ST. THOMAS,UNITED STATES OF AMERICA,VI DEPARTMENT OF EDUCATION,VIRGIN ISLANDS,PHILIPPINES,Bachelor's,27-05-2010,25-08-2010,"Special Education Teachers, Secondary School",1743
13-07-2010,Denied,E-2,UNITED KINGDOM,21-10-2014,HOUSTON,UNITED STATES OF AMERICA,"TURNER AND TOWNSEND, INC.",TEXAS,UNITED KINGDOM,High School,07-07-2010,06-07-2011,Engineering Manager,1561
09-08-2010,Denied,H-1B,INDIA,16-09-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Bachelor's,12-07-2010,01-07-2011,computer systems analyst,1864
17-09-2010,Denied,H-1B,TAIWAN,25-06-2015,WOONSOCKET,UNITED STATES OF AMERICA,"CVS RX SERVICES, INC",RHODE ISLAND,TAIWAN,Bachelor's,01-09-2010,02-07-2011,Pharmacist,1742
26-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1450
07-01-2011,Denied,H-1B,INDIA,16-09-2015,FREMONT,UNITED STATES OF AMERICA,DGN TECHNOLOGIES INC.,CALIFORNIA,INDIA,Bachelor's,12-07-2010,10-07-2011,computer and information systems manager,1713
29-10-2010,Denied,H-1B,INDIA,20-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1603
29-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
29-10-2010,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1635
30-10-2010,Denied,H-1B,UNITED STATES OF AMERICA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1658
30-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
27-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1448
27-10-2010,Denied,H-1B,INDIA,04-02-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1561
12-06-2014,Certified-Expired,H-1B,INDIA,28-10-2014,SAN RAMON,UNITED STATES OF AMERICA,TEKFORCE-IT CORPORATION,CALIFORNIA,INDIA,Bachelor's,07-04-2014,06-07-2014,Programmer Analyst I,138
27-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1661
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
29-10-2010,Denied,H-1B,INDIA,03-12-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1496
29-10-2010,Denied,H-1B,INDIA,04-02-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1559
27-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1449
28-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
26-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1449
29-10-2010,Denied,H-1B,INDIA,13-01-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1537
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
29-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
29-10-2010,Denied,H-1B,INDIA,04-02-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1559
29-10-2010,Denied,H-1B,INDIA,18-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1601
29-10-2010,Denied,H-1B,INDIA,04-02-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1559
28-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
28-10-2010,Denied,H-1B,INDIA,25-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1609
26-10-2010,Denied,H-1B,INDIA,13-01-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1540
28-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1660
28-10-2010,Denied,H-1B,INDIA,27-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1672
28-10-2010,Denied,H-1B,INDIA,20-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1635
12-06-2014,Certified-Expired,H-1B,INDIA,28-10-2014,SAN RAMON,UNITED STATES OF AMERICA,TEKFORCE-IT CORPORATION,CALIFORNIA,INDIA,Master's,07-04-2014,06-07-2014,Programmer Analyst II,138
25-06-2014,Certified-Expired,H-1B,LEBANON,13-11-2014,NORMAN,UNITED STATES OF AMERICA,THE UNIVERSITY OF OKLAHOMA,OKLAHOMA,LEBANON,Doctorate,18-11-2013,30-06-2014,"Engineering Teachers, Postsecondary",141
29-05-2014,Certified,H-1B,INDIA,20-08-2015,BRIDGEWATER,UNITED STATES OF AMERICA,ACTIVE ENTERPRISE SOLUTIOSN LLC,NEW JERSEY,INDIA,Master's,21-11-2013,30-06-2014,Software Application Developer / Analyst,448
11-03-2011,Denied,H-1B,INDIA,23-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1504
11-03-2011,Denied,H-1B,INDIA,20-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1470
11-03-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1508
11-03-2011,Denied,H-1B,FRANCE,20-05-2015,LOS ANGELES,UNITED STATES OF AMERICA,CAMDEN ASSET MANAGEMENT L.P.,CALIFORNIA,IRAN,Master's,07-10-2010,03-07-2011,Financial Analysts,1531
09-03-2011,Denied,H-1B,INDIA,05-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1549
08-03-2011,Denied,H-1B,INDIA,17-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1470
28-03-2011,Denied,Parolee,INDIA,15-05-2015,HERNDON,UNITED STATES OF AMERICA,SOFTWARE CATALYSTS LLC,VIRGINIA,INDIA,Master's,26-11-2010,30-06-2011,MANAGEMENT ANALYST,1509
08-03-2011,Denied,H-1B,INDIA,17-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1501
08-03-2011,Denied,H-1B,INDIA,21-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1535
14-03-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1505
04-02-2011,Denied,H-1B,CHINA,15-05-2015,PLANO,UNITED STATES OF AMERICA,NATURAL POLYMER INTERNATIONAL CORPORATION,TEXAS,CHINA,Bachelor's,21-12-2010,30-06-2011,Staff Engineer,1561
08-02-2011,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,25-10-2010,03-07-2011,"Computer Software Engineers, Applications",1526
07-03-2011,Denied,H-1B,INDIA,05-03-2015,WOODLAND,UNITED STATES OF AMERICA,THE MORNING STAR COMPANY,CALIFORNIA,INDIA,Master's,02-12-2010,30-06-2011,Food Scientists and Technologists,1459
05-04-2011,Denied,H-1B,KENYA,15-01-2015,HERNDON,UNITED STATES OF AMERICA,SOFTWARE CATALYSTS LLC,VIRGINIA,KENYA,Master's,26-11-2010,30-06-2011,MANAGEMENT ANALYST,1381
08-02-2011,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,25-10-2010,03-07-2011,"Computer Software Engineers, Applications",1526
20-01-2011,Denied,H-1B,INDIA,22-01-2015,NEW YORK,UNITED STATES OF AMERICA,BRISTOL MYERS SQUIBB COMPANY,NEW YORK,INDIA,Bachelor's,05-08-2010,03-07-2011,Computer Systems Analysts,1463
29-10-2010,Denied,H-1B,INDIA,03-12-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1496
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
13-08-2013,Denied,H-1B,BULGARIA,04-08-2015,HOUSTON,UNITED STATES OF AMERICA,"WAYNE ELECTRIC, INC.",TEXAS,BULGARIA,High School,05-04-2013,04-07-2013,Electricians,721
04-04-2011,Denied,H-1B,INDIA,17-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1474
29-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
27-10-2010,Denied,H-1B,INDIA,13-01-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1539
27-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1632
29-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
29-06-2011,Denied,H-1B,MEXICO,11-08-2015,ATHENS,UNITED STATES OF AMERICA,ATHENS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,28-02-2011,30-06-2011,Elementary Bilingual Teacher,1504
28-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1660
30-10-2010,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1626
27-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1448
03-02-2011,Denied,H-1B,INDIA,16-10-2014,BRIDGEPORT,UNITED STATES OF AMERICA,"HANCOCK PHARMACY II, LLC",CONNECTICUT,INDIA,Master's,02-09-2010,30-06-2011,Pharmacists,1351
27-10-2010,Denied,H-1B,INDIA,21-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1667
29-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
28-10-2010,Denied,H-1B,INDIA,05-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1681
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
30-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1445
29-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
29-10-2010,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1635
29-10-2010,Denied,H-1B,INDIA,13-01-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1537
29-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
29-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
27-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1449
27-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1449
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
28-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1448
28-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1631
29-10-2010,Denied,H-1B,INDIA,15-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1659
27-10-2010,Denied,H-1B,INDIA,15-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1449
27-10-2010,Denied,H-1B,INDIA,24-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1609
28-10-2010,Denied,H-1B,INDIA,17-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1601
29-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1630
28-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1631
29-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1446
28-10-2010,Denied,H-1B,INDIA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1631
28-10-2010,Denied,H-1B,INDIA,14-10-2014,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,15-07-2009,01-07-2010,Computer Systems Analysts,1447
17-03-2011,Denied,H-1B,INDIA,21-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1526
06-06-2011,Denied,H-1B,INDIA,27-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1390
26-05-2011,Denied,H-1B,INDIA,23-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1428
04-06-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1409
14-11-2014,Certified,H-1B,INDIA,21-04-2015,CATONSVILLE,UNITED STATES OF AMERICA,UNIFY SOLUTIONS INC,MARYLAND,INDIA,Master's,14-08-2014,30-06-2015,"S/Ware Developers, Applications",158
